"Date","Price","Open","High","Low","Vol.","Change %"
"08/03/2018","1.3008","1.3019","1.3045","1.2975","","-0.08%"
"08/02/2018","1.3018","1.3124","1.3131","1.3014","","-0.82%"
"08/01/2018","1.3126","1.3127","1.3146","1.3095","","-0.01%"
"07/31/2018","1.3127","1.3134","1.3175","1.3091","","-0.05%"
"07/30/2018","1.3133","1.3095","1.3154","1.3093","","0.22%"
"07/27/2018","1.3104","1.3109","1.3133","1.3081","","-0.04%"
"07/26/2018","1.3109","1.3191","1.3215","1.3105","","-0.61%"
"07/25/2018","1.3189","1.3144","1.3202","1.3132","","0.33%"
"07/24/2018","1.3145","1.3101","1.3161","1.3071","","0.33%"
"07/23/2018","1.3102","1.3122","1.3159","1.3081","","-0.24%"
"07/20/2018","1.3134","1.3014","1.3141","1.2994","","0.92%"
"07/19/2018","1.3014","1.3069","1.3085","1.2957","","-0.42%"
"07/18/2018","1.3069","1.3114","1.3124","1.3009","","-0.35%"
"07/17/2018","1.3115","1.3236","1.3271","1.3072","","-0.91%"
"07/16/2018","1.3236","1.3230","1.3295","1.3216","","0.01%"
"07/13/2018","1.3235","1.3207","1.3241","1.3103","","0.22%"
"07/12/2018","1.3206","1.3205","1.3246","1.3180","","0.01%"
"07/11/2018","1.3205","1.3278","1.3288","1.3199","","-0.53%"
"07/10/2018","1.3276","1.3260","1.3302","1.3224","","0.13%"
"07/09/2018","1.3259","1.3304","1.3364","1.3190","","-0.20%"
"07/06/2018","1.3285","1.3228","1.3293","1.3203","","0.44%"
"07/05/2018","1.3227","1.3230","1.3276","1.3203","","-0.05%"
"07/04/2018","1.3233","1.3196","1.3252","1.3171","","0.30%"
"07/03/2018","1.3193","1.3143","1.3208","1.3115","","0.38%"
"07/02/2018","1.3143","1.3182","1.3211","1.3094","","-0.50%"
"06/29/2018","1.3209","1.3077","1.3215","1.3068","","1.00%"
"06/28/2018","1.3078","1.3114","1.3123","1.3050","","-0.27%"
"06/27/2018","1.3113","1.3229","1.3245","1.3107","","-0.87%"
"06/26/2018","1.3228","1.3284","1.3294","1.3192","","-0.37%"
"06/25/2018","1.3277","1.3276","1.3292","1.3222","","0.05%"
"06/22/2018","1.3270","1.3252","1.3316","1.3236","","0.14%"
"06/21/2018","1.3252","1.3176","1.3271","1.3101","","0.60%"
"06/20/2018","1.3173","1.3174","1.3217","1.3148","","-0.05%"
"06/19/2018","1.3180","1.3244","1.3275","1.3150","","-0.48%"
"06/18/2018","1.3244","1.3262","1.3287","1.3225","","-0.31%"
"06/15/2018","1.3285","1.3262","1.3299","1.3212","","0.17%"
"06/14/2018","1.3262","1.3375","1.3447","1.3256","","-0.85%"
"06/13/2018","1.3376","1.3373","1.3392","1.3308","","0.03%"
"06/12/2018","1.3372","1.3382","1.3426","1.3342","","-0.02%"
"06/11/2018","1.3375","1.3404","1.3443","1.3345","","-0.28%"
"06/08/2018","1.3412","1.3421","1.3439","1.3354","","-0.07%"
"06/07/2018","1.3422","1.3413","1.3474","1.3374","","0.07%"
"06/06/2018","1.3413","1.3396","1.3445","1.3383","","0.12%"
"06/05/2018","1.3397","1.3314","1.3412","1.3302","","0.63%"
"06/04/2018","1.3313","1.3337","1.3400","1.3294","","-0.26%"
"06/01/2018","1.3348","1.3299","1.3363","1.3252","","0.36%"
"05/31/2018","1.3300","1.3290","1.3350","1.3277","","0.06%"
"05/30/2018","1.3292","1.3251","1.3310","1.3242","","0.29%"
"05/29/2018","1.3254","1.3312","1.3328","1.3205","","-0.45%"
"05/28/2018","1.3314","1.3308","1.3342","1.3296","","0.04%"
"05/25/2018","1.3309","1.3380","1.3393","1.3294","","-0.54%"
"05/24/2018","1.3381","1.3346","1.3423","1.3339","","0.24%"
"05/23/2018","1.3349","1.3437","1.3444","1.3305","","-0.65%"
"05/22/2018","1.3436","1.3431","1.3493","1.3412","","0.04%"
"05/21/2018","1.3431","1.3473","1.3485","1.3392","","-0.32%"
"05/18/2018","1.3474","1.3518","1.3531","1.3455","","-0.32%"
"05/17/2018","1.3517","1.3489","1.3571","1.3473","","0.22%"
"05/16/2018","1.3488","1.3506","1.3523","1.3456","","-0.13%"
"05/15/2018","1.3506","1.3558","1.3575","1.3452","","-0.37%"
"05/14/2018","1.3556","1.3547","1.3610","1.3538","","0.10%"
"05/11/2018","1.3543","1.3520","1.3598","1.3502","","0.19%"
"05/10/2018","1.3517","1.3544","1.3618","1.3458","","-0.21%"
"05/09/2018","1.3546","1.3546","1.3608","1.3498","","0.00%"
"05/08/2018","1.3546","1.3557","1.3593","1.3484","","-0.08%"
"05/07/2018","1.3557","1.3536","1.3577","1.3515","","0.18%"
"05/04/2018","1.3533","1.3577","1.3588","1.3487","","-0.32%"
"05/03/2018","1.3576","1.3580","1.3631","1.3537","","-0.01%"
"05/02/2018","1.3578","1.3614","1.3668","1.3554","","-0.26%"
"05/01/2018","1.3614","1.3762","1.3776","1.3589","","-1.15%"
"04/30/2018","1.3772","1.3787","1.3795","1.3714","","-0.06%"
"04/27/2018","1.3780","1.3920","1.3937","1.3747","","-0.98%"
"04/26/2018","1.3916","1.3933","1.3999","1.3895","","-0.11%"
"04/25/2018","1.3931","1.3979","1.3998","1.3923","","-0.33%"
"04/24/2018","1.3977","1.3940","1.3989","1.3918","","0.26%"
"04/23/2018","1.3941","1.4020","1.4033","1.3926","","-0.45%"
"04/20/2018","1.4004","1.4086","1.4092","1.3994","","-0.62%"
"04/19/2018","1.4091","1.4202","1.4246","1.4068","","-0.79%"
"04/18/2018","1.4203","1.4288","1.4316","1.4173","","-0.59%"
"04/17/2018","1.4288","1.4336","1.4378","1.4282","","-0.35%"
"04/16/2018","1.4338","1.4254","1.4347","1.4227","","0.68%"
"04/13/2018","1.4241","1.4226","1.4298","1.4220","","0.10%"
"04/12/2018","1.4227","1.4178","1.4248","1.4145","","0.34%"
"04/11/2018","1.4179","1.4177","1.4224","1.4161","","0.03%"
"04/10/2018","1.4175","1.4131","1.4191","1.4121","","0.31%"
"04/09/2018","1.4131","1.4098","1.4166","1.4077","","0.28%"
"04/06/2018","1.4092","1.4003","1.4106","1.3982","","0.64%"
"04/05/2018","1.4003","1.4079","1.4100","1.3965","","-0.56%"
"04/04/2018","1.4082","1.4059","1.4098","1.4014","","0.16%"
"04/03/2018","1.4059","1.4045","1.4091","1.4021","","0.10%"
"04/02/2018","1.4045","1.4026","1.4080","1.4020","","0.19%"
"03/30/2018","1.4018","1.4018","1.4062","1.4009","","0.01%"
"03/29/2018","1.4017","1.4077","1.4098","1.4010","","-0.43%"
"03/28/2018","1.4078","1.4154","1.4202","1.4069","","-0.56%"
"03/27/2018","1.4157","1.4231","1.4246","1.4067","","-0.50%"
"03/26/2018","1.4228","1.4142","1.4246","1.4132","","0.67%"
"03/23/2018","1.4134","1.4096","1.4172","1.4084","","0.27%"
"03/22/2018","1.4096","1.4141","1.4218","1.4076","","-0.33%"
"03/21/2018","1.4142","1.3998","1.4152","1.3997","","1.03%"
"03/20/2018","1.3998","1.4024","1.4067","1.3981","","-0.19%"
"03/19/2018","1.4024","1.3931","1.4088","1.3911","","0.60%"
"03/16/2018","1.3941","1.3936","1.3981","1.3886","","0.02%"
"03/15/2018","1.3938","1.3962","1.3989","1.3921","","-0.16%"
"03/14/2018","1.3961","1.3961","1.3998","1.3926","","-0.01%"
"03/13/2018","1.3962","1.3906","1.3997","1.3876","","0.41%"
"03/12/2018","1.3905","1.3852","1.3918","1.3839","","0.40%"
"03/09/2018","1.3849","1.3811","1.3890","1.3788","","0.27%"
"03/08/2018","1.3812","1.3900","1.3911","1.3782","","-0.64%"
"03/07/2018","1.3901","1.3887","1.3915","1.3846","","0.10%"
"03/06/2018","1.3887","1.3850","1.3932","1.3817","","0.27%"
"03/05/2018","1.3849","1.3797","1.3877","1.3766","","0.32%"
"03/02/2018","1.3805","1.3777","1.3819","1.3757","","0.21%"
"03/01/2018","1.3776","1.3762","1.3786","1.3712","","0.12%"
"02/28/2018","1.3760","1.3907","1.3916","1.3756","","-1.07%"
"02/27/2018","1.3909","1.3967","1.3999","1.3858","","-0.42%"
"02/26/2018","1.3967","1.3974","1.4071","1.3928","","0.00%"
"02/23/2018","1.3967","1.3962","1.4007","1.3905","","0.08%"
"02/22/2018","1.3956","1.3919","1.3988","1.3857","","0.27%"
"02/21/2018","1.3918","1.3996","1.4009","1.3905","","-0.56%"
"02/20/2018","1.3996","1.4005","1.4026","1.3931","","-0.06%"
"02/19/2018","1.4005","1.4034","1.4051","1.3958","","-0.26%"
"02/16/2018","1.4042","1.4100","1.4146","1.3998","","-0.40%"
"02/15/2018","1.4099","1.4002","1.4105","1.3990","","0.72%"
"02/14/2018","1.3998","1.3894","1.4018","1.3799","","0.76%"
"02/13/2018","1.3892","1.3837","1.3925","1.3832","","0.39%"
"02/12/2018","1.3838","1.3827","1.3878","1.3797","","0.00%"
"02/09/2018","1.3838","1.3914","1.3989","1.3765","","-0.55%"
"02/08/2018","1.3914","1.3879","1.4067","1.3846","","0.23%"
"02/07/2018","1.3882","1.3949","1.3994","1.3848","","-0.47%"
"02/06/2018","1.3948","1.3960","1.4001","1.3836","","-0.08%"
"02/05/2018","1.3959","1.4130","1.4151","1.3955","","-1.16%"
"02/02/2018","1.4123","1.4264","1.4280","1.4102","","-1.00%"
"02/01/2018","1.4265","1.4191","1.4278","1.4158","","0.51%"
"01/31/2018","1.4192","1.4148","1.4234","1.4121","","0.33%"
"01/30/2018","1.4146","1.4074","1.4166","1.3979","","0.50%"
"01/29/2018","1.4075","1.4163","1.4163","1.4026","","-0.67%"
"01/26/2018","1.4170","1.4147","1.4287","1.4109","","0.17%"
"01/25/2018","1.4146","1.4244","1.4345","1.4083","","-0.68%"
"01/24/2018","1.4243","1.3999","1.4263","1.3997","","1.73%"
"01/23/2018","1.4001","1.3989","1.4028","1.3916","","0.10%"
"01/22/2018","1.3987","1.3881","1.3993","1.3858","","0.97%"
"01/19/2018","1.3852","1.3897","1.3947","1.3840","","-0.30%"
"01/18/2018","1.3893","1.3831","1.3914","1.3805","","0.48%"
"01/17/2018","1.3827","1.3791","1.3944","1.3757","","0.25%"
"01/16/2018","1.3793","1.3791","1.3806","1.3740","","0.01%"
"01/15/2018","1.3792","1.3731","1.3822","1.3723","","0.46%"
"01/12/2018","1.3729","1.3538","1.3743","1.3535","","1.41%"
"01/11/2018","1.3538","1.3506","1.3556","1.3457","","0.23%"
"01/10/2018","1.3507","1.3541","1.3564","1.3482","","-0.24%"
"01/09/2018","1.3540","1.3570","1.3583","1.3506","","-0.21%"
"01/08/2018","1.3568","1.3572","1.3587","1.3523","","-0.02%"
"01/05/2018","1.3571","1.3552","1.3583","1.3523","","0.13%"
"01/04/2018","1.3553","1.3515","1.3562","1.3505","","0.27%"
"01/03/2018","1.3516","1.3588","1.3614","1.3497","","-0.53%"
"01/02/2018","1.3588","1.3507","1.3602","1.3500","","0.63%"
"01/01/2018","1.3503","1.3515","1.3522","1.3494","","-0.09%"
"12/29/2017","1.3515","1.3444","1.3545","1.3428","","0.54%"
"12/28/2017","1.3443","1.3397","1.3458","1.3392","","0.34%"
"12/27/2017","1.3397","1.3375","1.3431","1.3368","","0.17%"
"12/26/2017","1.3374","1.3371","1.3391","1.3347","","0.04%"
"12/25/2017","1.3369","1.3357","1.3396","1.3355","","0.05%"
"12/22/2017","1.3362","1.3386","1.3399","1.3349","","-0.17%"
"12/21/2017","1.3385","1.3376","1.3389","1.3331","","0.07%"
"12/20/2017","1.3376","1.3386","1.3422","1.3372","","-0.07%"
"12/19/2017","1.3385","1.3382","1.3403","1.3332","","0.02%"
"12/18/2017","1.3382","1.3328","1.3420","1.3310","","0.46%"
"12/15/2017","1.3321","1.3431","1.3450","1.3302","","-0.83%"
"12/14/2017","1.3432","1.3418","1.3463","1.3390","","0.09%"
"12/13/2017","1.3420","1.3317","1.3422","1.3311","","0.77%"
"12/12/2017","1.3317","1.3339","1.3381","1.3304","","-0.16%"
"12/11/2017","1.3339","1.3392","1.3432","1.3331","","-0.40%"
"12/08/2017","1.3392","1.3477","1.3521","1.3355","","-0.61%"
"12/07/2017","1.3474","1.3391","1.3485","1.3319","","0.60%"
"12/06/2017","1.3394","1.3442","1.3449","1.3357","","-0.36%"
"12/05/2017","1.3443","1.3479","1.3483","1.3370","","-0.27%"
"12/04/2017","1.3479","1.3479","1.3539","1.3417","","0.04%"
"12/01/2017","1.3473","1.3525","1.3552","1.3445","","-0.39%"
"11/30/2017","1.3526","1.3410","1.3550","1.3405","","0.87%"
"11/29/2017","1.3409","1.3340","1.3450","1.3339","","0.53%"
"11/28/2017","1.3338","1.3312","1.3388","1.3221","","0.15%"
"11/27/2017","1.3318","1.3337","1.3384","1.3310","","-0.14%"
"11/24/2017","1.3337","1.3309","1.3361","1.3279","","0.20%"
"11/23/2017","1.3310","1.3325","1.3338","1.3284","","-0.12%"
"11/22/2017","1.3326","1.3239","1.3332","1.3214","","0.66%"
"11/21/2017","1.3239","1.3236","1.3270","1.3211","","0.03%"
"11/20/2017","1.3235","1.3217","1.3280","1.3184","","0.16%"
"11/17/2017","1.3214","1.3196","1.3261","1.3170","","0.14%"
"11/16/2017","1.3195","1.3171","1.3209","1.3135","","0.18%"
"11/15/2017","1.3171","1.3167","1.3216","1.3131","","0.05%"
"11/14/2017","1.3165","1.3116","1.3188","1.3075","","0.37%"
"11/13/2017","1.3116","1.3183","1.3198","1.3062","","-0.57%"
"11/10/2017","1.3191","1.3148","1.3232","1.3113","","0.30%"
"11/09/2017","1.3151","1.3115","1.3167","1.3086","","0.27%"
"11/08/2017","1.3116","1.3167","1.3178","1.3087","","-0.39%"
"11/07/2017","1.3167","1.3170","1.3179","1.3109","","-0.04%"
"11/06/2017","1.3172","1.3085","1.3177","1.3058","","0.73%"
"11/03/2017","1.3076","1.3059","1.3132","1.3039","","0.13%"
"11/02/2017","1.3059","1.3245","1.3300","1.3043","","-1.41%"
"11/01/2017","1.3246","1.3282","1.3321","1.3240","","-0.28%"
"10/31/2017","1.3283","1.3207","1.3289","1.3190","","0.57%"
"10/30/2017","1.3208","1.3112","1.3216","1.3105","","0.60%"
"10/27/2017","1.3129","1.3161","1.3164","1.3070","","-0.24%"
"10/26/2017","1.3160","1.3264","1.3281","1.3147","","-0.78%"
"10/25/2017","1.3264","1.3132","1.3272","1.3110","","0.97%"
"10/24/2017","1.3136","1.3199","1.3229","1.3112","","-0.46%"
"10/23/2017","1.3197","1.3187","1.3228","1.3156","","0.05%"
"10/20/2017","1.3190","1.3159","1.3202","1.3087","","0.24%"
"10/19/2017","1.3159","1.3206","1.3230","1.3132","","-0.35%"
"10/18/2017","1.3205","1.3191","1.3212","1.3140","","0.11%"
"10/17/2017","1.3191","1.3250","1.3289","1.3154","","-0.45%"
"10/16/2017","1.3250","1.3309","1.3313","1.3225","","-0.28%"
"10/13/2017","1.3287","1.3262","1.3338","1.3249","","0.19%"
"10/12/2017","1.3262","1.3224","1.3292","1.3121","","0.29%"
"10/11/2017","1.3223","1.3205","1.3236","1.3175","","0.14%"
"10/10/2017","1.3204","1.3141","1.3227","1.3131","","0.47%"
"10/09/2017","1.3142","1.3069","1.3185","1.3056","","0.58%"
"10/06/2017","1.3066","1.3119","1.3127","1.3027","","-0.40%"
"10/05/2017","1.3119","1.3247","1.3251","1.3107","","-0.95%"
"10/04/2017","1.3245","1.3236","1.3293","1.3235","","0.07%"
"10/03/2017","1.3236","1.3276","1.3289","1.3222","","-0.31%"
"10/02/2017","1.3277","1.3389","1.3404","1.3255","","-0.90%"
"09/29/2017","1.3397","1.3441","1.3446","1.3349","","-0.33%"
"09/28/2017","1.3442","1.3386","1.3458","1.3343","","0.41%"
"09/27/2017","1.3387","1.3459","1.3464","1.3364","","-0.53%"
"09/26/2017","1.3458","1.3467","1.3517","1.3410","","-0.07%"
"09/25/2017","1.3467","1.3493","1.3572","1.3431","","-0.19%"
"09/22/2017","1.3493","1.3581","1.3597","1.3450","","-0.63%"
"09/21/2017","1.3579","1.3493","1.3587","1.3470","","0.63%"
"09/20/2017","1.3494","1.3510","1.3658","1.3452","","-0.11%"
"09/19/2017","1.3509","1.3495","1.3553","1.3469","","0.11%"
"09/18/2017","1.3494","1.3576","1.3620","1.3465","","-0.73%"
"09/15/2017","1.3593","1.3398","1.3617","1.3381","","1.46%"
"09/14/2017","1.3397","1.3211","1.3407","1.3162","","1.41%"
"09/13/2017","1.3211","1.3284","1.3330","1.3185","","-0.55%"
"09/12/2017","1.3284","1.3163","1.3300","1.3160","","0.92%"
"09/11/2017","1.3163","1.3203","1.3223","1.3159","","-0.27%"
"09/08/2017","1.3198","1.3100","1.3225","1.3093","","0.74%"
"09/07/2017","1.3101","1.3043","1.3117","1.3032","","0.44%"
"09/06/2017","1.3043","1.3032","1.3084","1.3018","","0.08%"
"09/05/2017","1.3033","1.2927","1.3044","1.2909","","0.78%"
"09/04/2017","1.2932","1.2958","1.2967","1.2911","","-0.15%"
"09/01/2017","1.2951","1.2931","1.2996","1.2904","","0.15%"
"08/31/2017","1.2931","1.2928","1.2935","1.2851","","0.04%"
"08/30/2017","1.2926","1.2918","1.2939","1.2877","","0.05%"
"08/29/2017","1.2920","1.2931","1.2979","1.2914","","-0.10%"
"08/28/2017","1.2933","1.2902","1.2948","1.2873","","0.36%"
"08/25/2017","1.2887","1.2799","1.2891","1.2793","","0.68%"
"08/24/2017","1.2800","1.2796","1.2837","1.2771","","0.00%"
"08/23/2017","1.2800","1.2824","1.2835","1.2779","","-0.19%"
"08/22/2017","1.2824","1.2897","1.2910","1.2809","","-0.60%"
"08/21/2017","1.2901","1.2870","1.2918","1.2849","","0.19%"
"08/18/2017","1.2876","1.2869","1.2920","1.2834","","0.05%"
"08/17/2017","1.2869","1.2894","1.2914","1.2855","","-0.16%"
"08/16/2017","1.2890","1.2870","1.2905","1.2842","","0.16%"
"08/15/2017","1.2870","1.2964","1.2971","1.2845","","-0.73%"
"08/14/2017","1.2965","1.2994","1.3024","1.2957","","-0.36%"
"08/11/2017","1.3012","1.2976","1.3031","1.2938","","0.29%"
"08/10/2017","1.2975","1.3000","1.3017","1.2951","","-0.23%"
"08/09/2017","1.3005","1.2989","1.3029","1.2966","","0.11%"
"08/08/2017","1.2991","1.3035","1.3055","1.2952","","-0.34%"
"08/07/2017","1.3035","1.3028","1.3063","1.3014","","-0.01%"
"08/04/2017","1.3036","1.3135","1.3166","1.3022","","-0.78%"
"08/03/2017","1.3139","1.3221","1.3266","1.3112","","-0.64%"
"08/02/2017","1.3223","1.3203","1.3252","1.3189","","0.15%"
"08/01/2017","1.3203","1.3216","1.3249","1.3193","","-0.08%"
"07/31/2017","1.3214","1.3131","1.3225","1.3096","","0.60%"
"07/28/2017","1.3135","1.3067","1.3155","1.3060","","0.52%"
"07/27/2017","1.3067","1.3119","1.3157","1.3052","","-0.41%"
"07/26/2017","1.3121","1.3021","1.3125","1.3001","","0.73%"
"07/25/2017","1.3026","1.3030","1.3086","1.3007","","-0.02%"
"07/24/2017","1.3029","1.2986","1.3058","1.2986","","0.26%"
"07/21/2017","1.2995","1.2975","1.3023","1.2954","","0.16%"
"07/20/2017","1.2974","1.3024","1.3038","1.2934","","-0.34%"
"07/19/2017","1.3018","1.3037","1.3053","1.3009","","-0.17%"
"07/18/2017","1.3040","1.3057","1.3127","1.3004","","-0.11%"
"07/17/2017","1.3055","1.3100","1.3113","1.3045","","-0.31%"
"07/14/2017","1.3096","1.2935","1.3115","1.2933","","1.21%"
"07/13/2017","1.2939","1.2887","1.2958","1.2879","","0.42%"
"07/12/2017","1.2885","1.2848","1.2908","1.2811","","0.28%"
"07/11/2017","1.2849","1.2885","1.2932","1.2833","","-0.23%"
"07/10/2017","1.2879","1.2886","1.2912","1.2857","","-0.10%"
"07/07/2017","1.2892","1.2969","1.2977","1.2867","","-0.61%"
"07/06/2017","1.2971","1.2936","1.2984","1.2919","","0.28%"
"07/05/2017","1.2935","1.2917","1.2950","1.2892","","0.12%"
"07/04/2017","1.2920","1.2940","1.2962","1.2913","","-0.13%"
"07/03/2017","1.2937","1.3011","1.3024","1.2930","","-0.69%"
"06/30/2017","1.3027","1.3005","1.3032","1.2948","","0.16%"
"06/29/2017","1.3006","1.2923","1.3013","1.2919","","0.62%"
"06/28/2017","1.2926","1.2817","1.2974","1.2792","","0.86%"
"06/27/2017","1.2816","1.2723","1.2860","1.2716","","0.75%"
"06/26/2017","1.2721","1.2729","1.2760","1.2704","","0.02%"
"06/23/2017","1.2718","1.2681","1.2745","1.2673","","0.28%"
"06/22/2017","1.2682","1.2670","1.2692","1.2652","","0.09%"
"06/21/2017","1.2671","1.2631","1.2712","1.2591","","0.32%"
"06/20/2017","1.2631","1.2732","1.2758","1.2603","","-0.82%"
"06/19/2017","1.2736","1.2787","1.2817","1.2724","","-0.31%"
"06/16/2017","1.2776","1.2754","1.2806","1.2748","","0.16%"
"06/15/2017","1.2755","1.2750","1.2796","1.2689","","0.02%"
"06/14/2017","1.2752","1.2755","1.2818","1.2722","","-0.01%"
"06/13/2017","1.2753","1.2660","1.2759","1.2642","","0.77%"
"06/12/2017","1.2656","1.2731","1.2771","1.2637","","-0.70%"
"06/09/2017","1.2745","1.2958","1.2964","1.2637","","-1.61%"
"06/08/2017","1.2953","1.2961","1.2979","1.2907","","-0.06%"
"06/07/2017","1.2961","1.2912","1.2969","1.2887","","0.39%"
"06/06/2017","1.2911","1.2905","1.2953","1.2874","","0.06%"
"06/05/2017","1.2903","1.2850","1.2942","1.2847","","0.12%"
"06/02/2017","1.2887","1.2881","1.2908","1.2849","","0.05%"
"06/01/2017","1.2881","1.2889","1.2916","1.2830","","-0.07%"
"05/31/2017","1.2890","1.2859","1.2921","1.2769","","0.25%"
"05/30/2017","1.2858","1.2837","1.2890","1.2792","","0.13%"
"05/29/2017","1.2841","1.2807","1.2853","1.2791","","0.29%"
"05/26/2017","1.2804","1.2942","1.2949","1.2773","","-1.05%"
"05/25/2017","1.2940","1.2969","1.3013","1.2929","","-0.26%"
"05/24/2017","1.2974","1.2961","1.3000","1.2925","","0.09%"
"05/23/2017","1.2962","1.3000","1.3036","1.2954","","-0.29%"
"05/22/2017","1.3000","1.3007","1.3044","1.2965","","-0.27%"
"05/19/2017","1.3035","1.2936","1.3040","1.2927","","0.74%"
"05/18/2017","1.2939","1.2969","1.3051","1.2893","","-0.26%"
"05/17/2017","1.2973","1.2918","1.2994","1.2907","","0.43%"
"05/16/2017","1.2917","1.2896","1.2958","1.2866","","0.19%"
"05/15/2017","1.2893","1.2888","1.2940","1.2873","","0.02%"
"05/12/2017","1.2891","1.2886","1.2900","1.2843","","0.04%"
"05/11/2017","1.2886","1.2942","1.2953","1.2852","","-0.40%"
"05/10/2017","1.2938","1.2933","1.2989","1.2926","","0.02%"
"05/09/2017","1.2935","1.2944","1.2961","1.2902","","-0.04%"
"05/08/2017","1.2940","1.2981","1.2992","1.2929","","-0.32%"
"05/05/2017","1.2981","1.2920","1.2985","1.2900","","0.46%"
"05/04/2017","1.2921","1.2864","1.2931","1.2830","","0.42%"
"05/03/2017","1.2867","1.2940","1.2953","1.2865","","-0.55%"
"05/02/2017","1.2938","1.2888","1.2943","1.2865","","0.40%"
"05/01/2017","1.2886","1.2951","1.2955","1.2879","","-0.50%"
"04/28/2017","1.2951","1.2908","1.2970","1.2889","","0.36%"
"04/27/2017","1.2904","1.2846","1.2916","1.2836","","0.44%"
"04/26/2017","1.2847","1.2840","1.2864","1.2804","","0.05%"
"04/25/2017","1.2841","1.2795","1.2846","1.2772","","0.37%"
"04/24/2017","1.2794","1.2842","1.2871","1.2770","","-0.15%"
"04/21/2017","1.2813","1.2813","1.2835","1.2759","","0.00%"
"04/20/2017","1.2813","1.2782","1.2851","1.2775","","0.27%"
"04/19/2017","1.2779","1.2839","1.2862","1.2768","","-0.48%"
"04/18/2017","1.2841","1.2569","1.2909","1.2518","","2.20%"
"04/17/2017","1.2565","1.2531","1.2599","1.2526","","0.33%"
"04/14/2017","1.2524","1.2503","1.2537","1.2500","","0.14%"
"04/13/2017","1.2506","1.2537","1.2575","1.2497","","-0.27%"
"04/12/2017","1.2540","1.2491","1.2550","1.2479","","0.39%"
"04/11/2017","1.2491","1.2412","1.2497","1.2404","","0.62%"
"04/10/2017","1.2414","1.2384","1.2432","1.2367","","0.33%"
"04/07/2017","1.2373","1.2468","1.2478","1.2363","","-0.78%"
"04/06/2017","1.2470","1.2486","1.2508","1.2451","","-0.10%"
"04/05/2017","1.2483","1.2440","1.2501","1.2423","","0.34%"
"04/04/2017","1.2441","1.2488","1.2496","1.2418","","-0.37%"
"04/03/2017","1.2487","1.2540","1.2556","1.2464","","-0.50%"
"03/31/2017","1.2550","1.2472","1.2562","1.2436","","0.65%"
"03/30/2017","1.2469","1.2433","1.2529","1.2405","","0.28%"
"03/29/2017","1.2434","1.2447","1.2476","1.2377","","-0.13%"
"03/28/2017","1.2450","1.2559","1.2598","1.2439","","-0.84%"
"03/27/2017","1.2556","1.2487","1.2618","1.2476","","0.69%"
"03/24/2017","1.2470","1.2521","1.2524","1.2468","","-0.41%"
"03/23/2017","1.2521","1.2484","1.2532","1.2461","","0.30%"
"03/22/2017","1.2484","1.2477","1.2507","1.2423","","0.04%"
"03/21/2017","1.2479","1.2358","1.2496","1.2340","","0.98%"
"03/20/2017","1.2358","1.2400","1.2437","1.2335","","-0.29%"
"03/17/2017","1.2394","1.2359","1.2406","1.2323","","0.28%"
"03/16/2017","1.2360","1.2289","1.2378","1.2241","","0.55%"
"03/15/2017","1.2292","1.2153","1.2309","1.2139","","1.14%"
"03/14/2017","1.2154","1.2219","1.2228","1.2108","","-0.53%"
"03/13/2017","1.2219","1.2162","1.2252","1.2149","","0.39%"
"03/10/2017","1.2171","1.2168","1.2190","1.2140","","0.03%"
"03/09/2017","1.2167","1.2166","1.2195","1.2134","","-0.02%"
"03/08/2017","1.2170","1.2199","1.2216","1.2140","","-0.25%"
"03/07/2017","1.2200","1.2235","1.2253","1.2168","","-0.29%"
"03/06/2017","1.2236","1.2294","1.2302","1.2223","","-0.48%"
"03/03/2017","1.2295","1.2270","1.2304","1.2217","","0.23%"
"03/02/2017","1.2267","1.2289","1.2308","1.2242","","-0.23%"
"03/01/2017","1.2295","1.2382","1.2406","1.2279","","-0.69%"
"02/28/2017","1.2381","1.2443","1.2470","1.2369","","-0.51%"
"02/27/2017","1.2444","1.2467","1.2486","1.2384","","-0.19%"
"02/24/2017","1.2468","1.2554","1.2572","1.2447","","-0.69%"
"02/23/2017","1.2555","1.2443","1.2562","1.2428","","0.84%"
"02/22/2017","1.2451","1.2471","1.2509","1.2423","","-0.18%"
"02/21/2017","1.2473","1.2458","1.2482","1.2398","","0.10%"
"02/20/2017","1.2461","1.2410","1.2483","1.2401","","0.38%"
"02/17/2017","1.2414","1.2490","1.2513","1.2388","","-0.61%"
"02/16/2017","1.2490","1.2462","1.2527","1.2454","","0.25%"
"02/15/2017","1.2459","1.2471","1.2482","1.2381","","-0.09%"
"02/14/2017","1.2470","1.2526","1.2550","1.2443","","-0.46%"
"02/13/2017","1.2528","1.2474","1.2541","1.2470","","0.30%"
"02/10/2017","1.2491","1.2498","1.2524","1.2438","","-0.04%"
"02/09/2017","1.2496","1.2542","1.2585","1.2490","","-0.34%"
"02/08/2017","1.2539","1.2508","1.2551","1.2474","","0.22%"
"02/07/2017","1.2511","1.2465","1.2547","1.2346","","0.33%"
"02/06/2017","1.2470","1.2491","1.2510","1.2424","","-0.14%"
"02/03/2017","1.2488","1.2525","1.2539","1.2458","","-0.32%"
"02/02/2017","1.2528","1.2664","1.2715","1.2522","","-1.03%"
"02/01/2017","1.2658","1.2587","1.2686","1.2549","","0.63%"
"01/31/2017","1.2579","1.2485","1.2598","1.2412","","0.74%"
